season,team,team_id,playoff_games,playoff_wins,playoff_losses,playoff_win_pct,total_fga,total_fg3a,share_3pt,share_2pt,fg_pct,fg3_pct,fg2_pct,ts_pct,avg_3pa,avg_pts
2006,Chicago Bulls,1610612741,6,2,4,0.3333333333333333,458,119,0.259825327510917,0.740174672489083,0.44541484716157204,0.3949579831932773,0.4631268436578171,0.5482456140350876,19.833333333333332,98.33333333333333
2006,Cleveland Cavaliers,1610612739,13,7,6,0.5384615384615384,999,172,0.17217217217217218,0.8278278278278278,0.43743743743743746,0.31976744186046513,0.4619105199516324,0.5150436581688117,13.23076923076923,90.38461538461539
2006,Dallas Mavericks,1610612742,23,14,9,0.6086956521739131,1842,347,0.18838219326818675,0.8116178067318133,0.4511400651465798,0.3170028818443804,0.4822742474916388,0.5395615768181391,15.086956521739129,99.73913043478261
2006,Denver Nuggets,1610612743,5,1,4,0.2,429,68,0.1585081585081585,0.8414918414918415,0.37995337995337997,0.22058823529411764,0.4099722991689751,0.44859160712819246,13.6,87.4
2006,Detroit Pistons,1610612765,18,10,8,0.5555555555555556,1338,333,0.24887892376681614,0.7511210762331838,0.4319880418535127,0.37237237237237236,0.45174129353233833,0.5278851321952344,18.5,91.66666666666667
2006,Indiana Pacers,1610612754,6,2,4,0.3333333333333333,422,117,0.2772511848341232,0.7227488151658767,0.4431279620853081,0.3418803418803419,0.4819672131147541,0.5428177914607469,19.5,89.33333333333333
2006,Los Angeles Clippers,1610612746,12,7,5,0.5833333333333334,969,143,0.1475748194014448,0.8524251805985552,0.49122807017543857,0.3776223776223776,0.5108958837772397,0.571047701397896,11.916666666666666,105.66666666666667
2006,Los Angeles Lakers,1610612747,7,3,4,0.42857142857142855,582,150,0.25773195876288657,0.7422680412371134,0.4536082474226804,0.3333333333333333,0.49537037037037035,0.5377329666972197,21.428571428571427,100.57142857142857
2006,Memphis Grizzlies,1610612763,4,0,4,0,266,48,0.18045112781954886,0.8195488721804511,0.45112781954887216,0.3125,0.481651376146789,0.5337007474977828,12,84.25
2006,Miami Heat,1610612748,23,16,7,0.6956521739130435,1666,439,0.2635054021608643,0.7364945978391356,0.4807923169267707,0.3325740318906606,0.5338223308883455,0.5594186493096968,19.08695652173913,96.26086956521739
2006,Milwaukee Bucks,1610612749,5,1,4,0.2,401,62,0.1546134663341646,0.8453865336658354,0.4713216957605985,0.41935483870967744,0.4808259587020649,0.5445456168541332,12.4,97.6
2006,New Jersey Nets,1610612751,11,5,6,0.45454545454545453,834,192,0.2302158273381295,0.7697841726618705,0.4520383693045564,0.3072916666666667,0.4953271028037383,0.5379470776388484,17.454545454545453,94.18181818181819
2006,Phoenix Suns,1610612756,20,10,10,0.5,1661,470,0.28296207104154125,0.7170379289584587,0.4822396146899458,0.39148936170212767,0.5180520570948782,0.5792590671335323,23.5,107.2
2006,Sacramento Kings,1610612758,6,2,4,0.3333333333333333,469,94,0.20042643923240938,0.7995735607675906,0.44349680170575695,0.32978723404255317,0.472,0.535661872615204,15.666666666666666,97.33333333333333
2006,San Antonio Spurs,1610612759,13,7,6,0.5384615384615384,963,199,0.2066458982346833,0.7933541017653167,0.49221183800623053,0.39195979899497485,0.518324607329843,0.5873277464146708,15.307692307692308,103.07692307692308
2006,Washington Wizards,1610612764,6,2,4,0.3333333333333333,472,115,0.24364406779661016,0.7563559322033898,0.4491525423728814,0.3217391304347826,0.49019607843137253,0.5446428571428571,19.166666666666668,101.66666666666667
2007,Chicago Bulls,1610612741,10,6,4,0.6,756,166,0.21957671957671956,0.7804232804232805,0.4298941798941799,0.35542168674698793,0.45084745762711864,0.521562429442312,16.6,92.4
2007,Cleveland Cavaliers,1610612739,20,12,8,0.6,1526,331,0.21690694626474444,0.7830930537352556,0.42070773263433814,0.32628398791540786,0.44686192468619246,0.5059137212005197,16.55,88.8
2007,Dallas Mavericks,1610612742,6,2,4,0.3333333333333333,485,133,0.27422680412371137,0.7257731958762886,0.422680412371134,0.3157894736842105,0.4630681818181818,0.5237504431052817,22.166666666666668,98.5
2007,Denver Nuggets,1610612743,5,1,4,0.2,397,72,0.181360201511335,0.818639798488665,0.42317380352644834,0.3194444444444444,0.4461538461538462,0.4975180505415162,14.4,88.2
2007,Detroit Pistons,1610612765,16,10,6,0.625,1216,266,0.21875,0.78125,0.4300986842105263,0.34962406015037595,0.45263157894736844,0.5216807970083641,16.625,91.375
2007,Golden State Warriors,1610612744,11,5,6,0.45454545454545453,893,341,0.3818589025755879,0.6181410974244121,0.4501679731243001,0.35777126099706746,0.5072463768115942,0.5634871834287691,31,106.63636363636364
2007,Houston Rockets,1610612745,7,3,4,0.42857142857142855,507,156,0.3076923076923077,0.6923076923076923,0.41025641025641024,0.32051282051282054,0.45014245014245013,0.5195931696033743,22.285714285714285,87.28571428571429
2007,Los Angeles Lakers,1610612747,5,1,4,0.2,430,99,0.2302325581395349,0.7697674418604651,0.4418604651162791,0.32323232323232326,0.4773413897280967,0.5130675154967331,19.8,98
2007,Miami Heat,1610612748,4,0,4,0,299,68,0.22742474916387959,0.7725752508361204,0.44481605351170567,0.3235294117647059,0.4805194805194805,0.5115863500115286,17,88.75
2007,New Jersey Nets,1610612751,12,6,6,0.5,880,250,0.2840909090909091,0.7159090909090909,0.44431818181818183,0.368,0.4746031746031746,0.539274322169059,20.833333333333332,90.16666666666667
2007,Orlando Magic,1610612753,4,0,4,0,289,29,0.10034602076124567,0.8996539792387543,0.47750865051903113,0.3448275862068966,0.49230769230769234,0.5189291189998821,7.25,88
2007,Phoenix Suns,1610612756,11,6,5,0.5454545454545454,900,206,0.2288888888888889,0.7711111111111111,0.4766666666666667,0.3786407766990291,0.5057636887608069,0.5624214083621503,18.727272727272727,104.0909090909091
2007,San Antonio Spurs,1610612759,20,16,4,0.8,1535,393,0.25602605863192185,0.7439739413680782,0.4592833876221498,0.3842239185750636,0.4851138353765324,0.5469339676585623,19.65,95.65
2007,Toronto Raptors,1610612761,6,2,4,0.3333333333333333,441,87,0.19727891156462585,0.8027210884353742,0.4421768707482993,0.367816091954023,0.4604519774011299,0.5360796348756689,14.5,90.83333333333333
2007,Utah Jazz,1610612762,17,9,8,0.5294117647058824,1350,214,0.15851851851851853,0.8414814814814815,0.4585185185185185,0.3411214953271028,0.48063380281690143,0.5342785954637693,12.588235294117647,97.88235294117646
2007,Washington Wizards,1610612764,4,0,4,0,332,82,0.2469879518072289,0.7530120481927711,0.4126506024096386,0.3048780487804878,0.448,0.494220589823917,20.5,91.5
2008,Atlanta Hawks,1610612737,7,3,4,0.42857142857142855,499,87,0.1743486973947896,0.8256513026052105,0.41082164328657317,0.3218390804597701,0.42961165048543687,0.5119167505874455,12.428571428571429,87.14285714285714
2008,Boston Celtics,1610612738,26,16,10,0.6153846153846154,1953,437,0.22375832053251407,0.7762416794674859,0.4470046082949309,0.35926773455377575,0.47229551451187335,0.5414170772338992,16.807692307692307,94
2008,Cleveland Cavaliers,1610612739,13,7,6,0.5384615384615384,963,252,0.2616822429906542,0.7383177570093458,0.4195223260643821,0.34523809523809523,0.44585091420534456,0.5171651035215006,19.384615384615383,89.92307692307692
2008,Dallas Mavericks,1610612742,5,1,4,0.2,394,104,0.2639593908629442,0.7360406091370558,0.4010152284263959,0.34615384615384615,0.4206896551724138,0.5108695652173912,20.8,94
2008,Denver Nuggets,1610612743,4,0,4,0,354,72,0.2033898305084746,0.7966101694915254,0.4265536723163842,0.25,0.4716312056737589,0.50118506814141806,18,101.5
2008,Detroit Pistons,1610612765,17,10,7,0.5882352941176471,1266,226,0.17851500789889416,0.8214849921011058,0.4549763033175355,0.3407079646017699,0.4798076923076923,0.5380141254673867,13.294117647058824,91.41176470588235
2008,Houston Rockets,1610612745,6,2,4,0.3333333333333333,472,120,0.2542372881355932,0.7457627118644068,0.4088983050847458,0.2916666666666667,0.44886363636363635,0.4879130627633621,20,88
2008,Los Angeles Lakers,1610612747,21,14,7,0.6666666666666666,1651,398,0.24106602059357965,0.7589339794064204,0.467595396729255,0.36683417085427134,0.49960095770151636,0.5600745724581832,18.952380952380953,102.42857142857143
2008,New Orleans Hornets,1610612740,12,7,5,0.5833333333333334,972,168,0.1728395061728395,0.8271604938271605,0.46399176954732513,0.4107142857142857,0.47512437810945274,0.5371111852593333,14,96.58333333333333
2008,Orlando Magic,1610612753,10,5,5,0.5,754,253,0.33554376657824936,0.6644562334217506,0.46949602122015915,0.3557312252964427,0.5269461077844312,0.5639316080472052,25.3,97.1
2008,Philadelphia 76ers,1610612755,6,2,4,0.3333333333333333,448,47,0.10491071428571429,0.8950892857142857,0.4174107142857143,0.23404255319148937,0.4389027431421446,0.48842943854324733,7.833333333333333,85.83333333333333
2008,Phoenix Suns,1610612756,5,1,4,0.2,412,74,0.1796116504854369,0.8203883495145631,0.46116504854368934,0.33783783783783783,0.4881656804733728,0.5241396592048112,14.8,100.4
2008,San Antonio Spurs,1610612759,17,9,8,0.5294117647058824,1355,341,0.25166051660516603,0.7483394833948339,0.44575645756457566,0.375366568914956,0.46942800788954636,0.5293580168441124,20.058823529411764,94.05882352941177
2008,Toronto Raptors,1610612761,5,1,4,0.2,428,120,0.2803738317757009,0.719626168224299,0.43457943925233644,0.35,0.4675324675324675,0.528453555631167,24,99.4
2008,Utah Jazz,1610612762,12,6,6,0.5,982,200,0.20366598778004075,0.7963340122199593,0.445010183299389,0.35,0.46930946291560105,0.5277619691257025,16.666666666666668,98.91666666666667
2008,Washington Wizards,1610612764,6,2,4,0.3333333333333333,451,118,0.2616407982261641,0.738359201773836,0.42572062084257206,0.3050847457627119,0.46846846846846846,0.524111001592236,19.666666666666668,92.16666666666667
2009,Atlanta Hawks,1610612737,11,4,7,0.36363636363636365,810,193,0.2382716049382716,0.7617283950617284,0.408641975308642,0.3471502590673575,0.42787682333873583,0.4993083174822756,17.545454545454547,84
2009,Boston Celtics,1610612738,14,7,7,0.5,1177,261,0.221750212404418,0.7782497875955819,0.44519966015293116,0.36015325670498083,0.46943231441048033,0.5347153668970056,18.642857142857142,102.14285714285714
2009,Chicago Bulls,1610612741,7,3,4,0.42857142857142855,610,135,0.22131147540983606,0.7786885245901639,0.44098360655737706,0.37777777777777777,0.4589473684210526,0.5399168043763177,19.285714285714285,108.28571428571429
2009,Cleveland Cavaliers,1610612739,14,10,4,0.7142857142857143,1052,277,0.2633079847908745,0.7366920152091255,0.4629277566539924,0.33574007220216606,0.5083870967741936,0.5555917092376272,19.785714285714285,97.57142857142857
2009,Dallas Mavericks,1610612742,10,5,5,0.5,757,206,0.27212681638044917,0.7278731836195509,0.4702774108322325,0.35436893203883496,0.5136116152450091,0.5759898408091069,20.6,101.6
2009,Denver Nuggets,1610612743,16,10,6,0.625,1255,337,0.2685258964143426,0.7314741035856573,0.4749003984063745,0.3827893175074184,0.5087145969498911,0.5793746645195921,21.0625,107.9375
2009,Detroit Pistons,1610612765,4,0,4,0,308,49,0.1590909090909091,0.8409090909090909,0.4090909090909091,0.24489795918367346,0.44015444015444016,0.4677380666826577,12.25,78
2009,Houston Rockets,1610612745,13,7,6,0.5384615384615384,989,262,0.2649140546006067,0.7350859453993933,0.44691607684529827,0.3282442748091603,0.4896836313617607,0.5334709260588658,20.153846153846153,91.46153846153847
2009,Los Angeles Lakers,1610612747,23,16,7,0.6956521739130435,1852,424,0.22894168466522677,0.7710583153347732,0.46490280777537796,0.37735849056603776,0.49089635854341734,0.5526819743536789,18.434782608695652,102.3913043478261
2009,Miami Heat,1610612748,7,3,4,0.42857142857142855,487,140,0.2874743326488706,0.7125256673511293,0.44969199178644764,0.35714285714285715,0.48703170028818443,0.5543376698052181,20,88.14285714285714
2009,New Orleans Hornets,1610612740,5,1,4,0.2,351,92,0.2621082621082621,0.7378917378917379,0.396011396011396,0.32608695652173914,0.42084942084942084,0.5101793504604945,18.4,84.2
2009,Orlando Magic,1610612753,24,13,11,0.5416666666666666,1810,559,0.30883977900552484,0.6911602209944752,0.4574585635359116,0.3595706618962433,0.5011990407673861,0.5549884566217015,23.291666666666668,96.95833333333333
2009,Philadelphia 76ers,1610612755,6,2,4,0.3333333333333333,450,95,0.2111111111111111,0.7888888888888889,0.4533333333333333,0.3684210526315789,0.476056338028169,0.5262010464563184,15.833333333333334,88.5
2009,Portland Trail Blazers,1610612757,6,2,4,0.3333333333333333,447,85,0.19015659955257272,0.8098434004474273,0.44742729306487694,0.38823529411764707,0.4613259668508287,0.5241321253908442,14.166666666666666,87.16666666666667
2009,San Antonio Spurs,1610612759,5,1,4,0.2,383,88,0.2297650130548303,0.7702349869451697,0.45691906005221933,0.32954545454545453,0.49491525423728816,0.5276428838251773,17.6,90.4
2009,Utah Jazz,1610612762,5,1,4,0.2,405,73,0.18024691358024691,0.8197530864197531,0.43209876543209874,0.3424657534246575,0.45180722891566266,0.5165026302392669,14.6,97.4
2010,Atlanta Hawks,1610612737,11,4,7,0.36363636363636365,876,150,0.17123287671232876,0.8287671232876712,0.4246575342465753,0.3333333333333333,0.44352617079889806,0.5007735526422931,13.636363636363637,89.45454545454545
2010,Boston Celtics,1610612738,24,15,9,0.625,1816,383,0.21090308370044053,0.7890969162995595,0.45319383259911894,0.3629242819843342,0.47732030704815076,0.5393048640367676,15.958333333333334,93.875
2010,Charlotte Bobcats,1610612766,4,0,4,0,282,68,0.24113475177304963,0.7588652482269503,0.4432624113475177,0.27941176470588236,0.4953271028037383,0.5231277533039648,17,85.5
2010,Chicago Bulls,1610612741,5,1,4,0.2,431,54,0.12529002320185614,0.8747099767981439,0.4385150812064965,0.2962962962962963,0.4588859416445623,0.5039903566381245,10.8,97
2010,Cleveland Cavaliers,1610612739,11,6,5,0.5454545454545454,819,227,0.2771672771672772,0.7228327228327228,0.46886446886446886,0.34801762114537443,0.5152027027027027,0.5678304958984294,20.636363636363637,100.18181818181819
2010,Dallas Mavericks,1610612742,6,2,4,0.3333333333333333,476,116,0.24369747899159663,0.7563025210084033,0.42857142857142855,0.3275862068965517,0.46111111111111114,0.5180431547619048,19.333333333333332,92.83333333333333
2010,Denver Nuggets,1610612743,6,2,4,0.3333333333333333,471,109,0.23142250530785563,0.7685774946921444,0.47558386411889597,0.3577981651376147,0.511049723756906,0.5772208925805997,18.166666666666668,109.33333333333333
2010,Los Angeles Lakers,1610612747,23,16,7,0.6956521739130435,1867,476,0.25495447241564007,0.7450455275843599,0.46009641135511514,0.32983193277310924,0.5046728971962616,0.545856654520867,20.695652173913043,101.08695652173913
2010,Miami Heat,1610612748,5,1,4,0.2,386,91,0.23575129533678757,0.7642487046632125,0.43523316062176165,0.37362637362637363,0.4542372881355932,0.5129766701021269,18.2,87.6
2010,Milwaukee Bucks,1610612749,7,3,4,0.42857142857142855,557,149,0.26750448833034113,0.7324955116696589,0.4236983842010772,0.3087248322147651,0.46568627450980393,0.5095768085932445,21.285714285714285,90
2010,Oklahoma City Thunder,1610612760,6,2,4,0.3333333333333333,471,111,0.2356687898089172,0.7643312101910829,0.39065817409766457,0.2972972972972973,0.41944444444444445,0.505967359263786,18.5,93.83333333333333
2010,Orlando Magic,1610612753,14,10,4,0.7142857142857143,991,377,0.38042381432896066,0.6195761856710393,0.46316851664984865,0.3660477453580902,0.5228013029315961,0.5744977394023865,26.928571428571427,96.57142857142857
2010,Phoenix Suns,1610612756,16,10,6,0.625,1274,391,0.3069073783359498,0.6930926216640503,0.4772370486656201,0.3836317135549872,0.5186862967157417,0.5822010869565218,24.4375,107.125
2010,Portland Trail Blazers,1610612757,6,2,4,0.3333333333333333,461,100,0.21691973969631237,0.7830802603036876,0.42950108459869846,0.38,0.44321329639889195,0.5215733193748597,16.666666666666668,93
2010,San Antonio Spurs,1610612759,10,4,6,0.4,785,142,0.18089171974522292,0.8191082802547771,0.4636942675159236,0.3380281690140845,0.49144634525660963,0.5326814775397988,14.2,96.1
2010,Utah Jazz,1610612762,10,4,6,0.4,795,174,0.2188679245283019,0.7811320754716982,0.47924528301886793,0.3735632183908046,0.5088566827697263,0.5682300509337862,17.4,107.1
2011,Atlanta Hawks,1610612737,12,6,6,0.5,910,167,0.1835164835164835,0.8164835164835165,0.4340659340659341,0.32335329341317365,0.458950201884253,0.5045236516788207,13.916666666666666,86.25
2011,Boston Celtics,1610612738,9,5,4,0.5555555555555556,692,144,0.20809248554913296,0.791907514450867,0.4653179190751445,0.4652777777777778,0.4653284671532847,0.5520709138976725,16,94.66666666666667
2011,Chicago Bulls,1610612741,16,9,7,0.5625,1289,307,0.23816912335143522,0.7618308766485647,0.42203258339798294,0.3289902280130293,0.4511201629327902,0.5095576488734644,19.1875,92.5
2011,Dallas Mavericks,1610612742,21,16,5,0.7619047619047619,1572,467,0.2970737913486005,0.7029262086513995,0.46055979643765904,0.39400428265524623,0.48868778280542985,0.5709873126231649,22.238095238095237,98.23809523809524
2011,Denver Nuggets,1610612743,5,1,4,0.2,385,92,0.23896103896103896,0.7610389610389611,0.42337662337662335,0.3695652173913043,0.4402730375426621,0.5245583800086169,18.4,97.4
2011,Indiana Pacers,1610612754,5,1,4,0.2,401,77,0.19201995012468828,0.8079800498753117,0.4089775561097257,0.37662337662337664,0.4166666666666667,0.4959531978534354,15.4,90.2
2011,Los Angeles Lakers,1610612747,10,4,6,0.4,778,166,0.2133676092544987,0.7866323907455013,0.44601542416452444,0.2891566265060241,0.48856209150326796,0.5260781214721157,16.6,93.2
2011,Memphis Grizzlies,1610612763,13,7,6,0.5384615384615384,1092,157,0.14377289377289376,0.8562271062271062,0.4368131868131868,0.3184713375796178,0.4566844919786096,0.5115558960607802,12.076923076923077,98.61538461538461
2011,Miami Heat,1610612748,21,14,7,0.6666666666666666,1539,375,0.24366471734892786,0.7563352826510721,0.44509421702404156,0.33066666666666666,0.48195876288659795,0.5423283369340074,17.857142857142858,92.76190476190476
2011,New Orleans Hornets,1610612740,6,2,4,0.3333333333333333,431,84,0.19489559164733178,0.8051044083526682,0.45707656612529,0.32142857142857145,0.4899135446685879,0.5368589743589743,14,89.33333333333333
2011,New York Knicks,1610612752,4,0,4,0,332,95,0.286144578313253,0.713855421686747,0.3855421686746988,0.3473684210526316,0.4008438818565401,0.4832783043987645,23.75,90.75
2011,Oklahoma City Thunder,1610612760,17,9,8,0.5294117647058824,1355,339,0.25018450184501845,0.7498154981549815,0.44280442804428044,0.31563421828908556,0.48523622047244097,0.547964165282601,19.941176470588236,102.47058823529412
2011,Orlando Magic,1610612753,6,2,4,0.3333333333333333,455,141,0.3098901098901099,0.6901098901098901,0.4087912087912088,0.2624113475177305,0.4745222929936306,0.5033303057826218,23.5,88.66666666666667
2011,Philadelphia 76ers,1610612755,5,1,4,0.2,408,82,0.20098039215686275,0.7990196078431373,0.41421568627450983,0.3902439024390244,0.42024539877300615,0.4851214484180335,16.4,86.6
2011,Portland Trail Blazers,1610612757,6,2,4,0.3333333333333333,439,100,0.22779043280182232,0.7722095671981777,0.4533029612756264,0.3,0.49852507374631266,0.533524285944812,16.666666666666668,88.16666666666667
2011,San Antonio Spurs,1610612759,6,2,4,0.3333333333333333,463,109,0.23542116630669546,0.7645788336933045,0.43628509719222464,0.29357798165137616,0.480225988700565,0.5257877526753865,18.166666666666668,94.33333333333333
2012,Atlanta Hawks,1610612737,6,2,4,0.3333333333333333,476,113,0.23739495798319327,0.7626050420168067,0.4012605042016807,0.30973451327433627,0.4297520661157025,0.4752448523174212,18.833333333333332,82.16666666666667
2012,Boston Celtics,1610612738,20,11,9,0.55,1543,326,0.21127673363577446,0.7887232663642255,0.43810758263123784,0.2852760736196319,0.4790468364831553,0.5164216308537402,16.3,89.5
2012,Chicago Bulls,1610612741,6,2,4,0.3333333333333333,484,76,0.15702479338842976,0.8429752066115702,0.4214876033057851,0.34210526315789475,0.4362745098039216,0.4748142031379025,12.666666666666666,84.33333333333333
2012,Dallas Mavericks,1610612742,4,0,4,0,312,86,0.27564102564102566,0.7243589743589743,0.40384615384615385,0.37209302325581395,0.415929203539823,0.5193828673276151,21.5,93.25
2012,Denver Nuggets,1610612743,7,3,4,0.42857142857142855,625,133,0.2128,0.7872,0.4304,0.2781954887218045,0.4715447154471545,0.49237796008611157,19,96.71428571428571
2012,Indiana Pacers,1610612754,11,6,5,0.5454545454545454,874,197,0.22540045766590389,0.7745995423340961,0.4244851258581236,0.3197969543147208,0.4549483013293944,0.507449356554216,17.90909090909091,90.9090909090909
2012,Los Angeles Clippers,1610612746,11,4,7,0.36363636363636365,828,180,0.21739130434782608,0.782608695652174,0.4577294685990338,0.37777777777777777,0.4799382716049383,0.5303126723516185,16.363636363636363,90.9090909090909
2012,Los Angeles Lakers,1610612747,12,5,7,0.4166666666666667,998,207,0.20741482965931865,0.7925851703406813,0.4228456913827655,0.30434782608695654,0.4538558786346397,0.5022440692455653,17.25,94
2012,Memphis Grizzlies,1610612763,7,3,4,0.42857142857142855,534,83,0.15543071161048688,0.8445692883895131,0.42696629213483145,0.2891566265060241,0.4523281596452328,0.5090677696468342,11.857142857142858,91.42857142857143
